2021,Sunrise/Sunset,,Daylength,,Astronomical Twilight,,Nautical Twilight,,Civil Twilight,,Solar Noon,
9/7/2023,6:42 am ? (81°),7:37 pm ? (279°),12:55:16,?2:57,5:01 AM,9:18 PM,5:37 AM,8:41 PM,6:12 AM,8:06 PM,1:10 pm (51.9°),93.677
9/8/2023,6:43 am ? (81°),7:35 pm ? (278°),12:52:18,?2:57,5:02 AM,9:16 PM,5:39 AM,8:39 PM,6:14 AM,8:05 PM,1:10 pm (51.5°),93.653
9/9/2023,6:44 am ? (82°),7:33 pm ? (278°),12:49:20,?2:58,5:04 AM,9:14 PM,5:40 AM,8:37 PM,6:15 AM,8:03 PM,1:09 pm (51.1°),93.63
9/10/2023,6:45 am ? (82°),7:32 pm ? (277°),12:46:22,?2:58,5:05 AM,9:11 PM,5:41 AM,8:35 PM,6:16 AM,8:01 PM,1:09 pm (50.8°),93.607
9/11/2023,6:46 am ? (83°),7:30 pm ? (277°),12:43:23,?2:58,5:06 AM,9:09 PM,5:42 AM,8:33 PM,6:17 AM,7:59 PM,1:08 pm (50.4°),93.583
9/12/2023,6:48 am ? (83°),7:28 pm ? (276°),12:40:24,?2:58,5:08 AM,9:07 PM,5:44 AM,8:31 PM,6:18 AM,7:57 PM,1:08 pm (50.0°),93.559
9/13/2023,6:49 am ? (84°),7:26 pm ? (276°),12:37:25,?2:59,5:09 AM,9:05 PM,5:45 AM,8:30 PM,6:20 AM,7:55 PM,1:08 pm (49.6°),93.534
9/14/2023,6:50 am ? (85°),7:24 pm ? (275°),12:34:25,?2:59,5:11 AM,9:03 PM,5:46 AM,8:28 PM,6:21 AM,7:53 PM,1:07 pm (49.2°),93.51
9/15/2023,6:51 am ? (85°),7:22 pm ? (275°),12:31:25,?2:59,5:12 AM,9:01 PM,5:48 AM,8:26 PM,6:22 AM,7:51 PM,1:07 pm (48.8°),93.485
9/16/2023,6:52 am ? (86°),7:21 pm ? (274°),12:28:26,?2:59,5:13 AM,8:59 PM,5:49 AM,8:24 PM,6:23 AM,7:49 PM,1:07 pm (48.5°),93.459
9/17/2023,6:53 am ? (86°),7:19 pm ? (274°),12:25:26,?3:00,5:15 AM,8:57 PM,5:50 AM,8:22 PM,6:24 AM,7:48 PM,1:06 pm (48.1°),93.434
9/18/2023,6:54 am ? (87°),7:17 pm ? (273°),12:22:25,?3:00,5:16 AM,8:55 PM,5:51 AM,8:20 PM,6:25 AM,7:46 PM,1:06 pm (47.7°),93.408
9/19/2023,6:56 am ? (87°),7:15 pm ? (273°),12:19:25,?3:00,5:18 AM,8:53 PM,5:53 AM,8:18 PM,6:27 AM,7:44 PM,1:06 pm (47.3°),93.382
9/20/2023,6:57 am ? (88°),7:13 pm ? (272°),12:16:25,?3:00,5:19 AM,8:51 PM,5:54 AM,8:16 PM,6:28 AM,7:42 PM,1:05 pm (46.9°),93.356
9/21/2023,6:58 am ? (88°),7:11 pm ? (271°),12:13:24,?3:00,5:20 AM,8:49 PM,5:55 AM,8:14 PM,6:29 AM,7:40 PM,1:05 pm (46.5°),93.329
9/22/2023,6:59 am ? (89°),7:09 pm ? (271°),12:10:24,?3:00,5:22 AM,8:47 PM,5:56 AM,8:12 PM,6:30 AM,7:38 PM,1:05 pm (46.1°),93.303
9/23/2023,7:00 am ? (89°),7:08 pm ? (270°),12:07:23,?3:00,5:23 AM,8:45 PM,5:57 AM,8:10 PM,6:31 AM,7:36 PM,1:04 pm (45.7°),93.276
9/24/2023,7:01 am ? (90°),7:06 pm ? (270°),12:04:23,?3:00,5:24 AM,8:43 PM,5:59 AM,8:08 PM,6:32 AM,7:34 PM,1:04 pm (45.4°),93.249
9/25/2023,7:02 am ? (90°),7:04 pm ? (269°),12:01:22,?3:00,5:25 AM,8:41 PM,6:00 AM,8:06 PM,6:34 AM,7:33 PM,1:04 pm (45.0°),93.223
9/26/2023,7:04 am ? (91°),7:02 pm ? (269°),11:58:21,?3:00,5:27 AM,8:39 PM,6:01 AM,8:04 PM,6:35 AM,7:31 PM,1:03 pm (44.6°),93.196
9/27/2023,7:05 am ? (92°),7:00 pm ? (268°),11:55:21,?3:00,5:28 AM,8:37 PM,6:02 AM,8:02 PM,6:36 AM,7:29 PM,1:03 pm (44.2°),93.169
9/28/2023,7:06 am ? (92°),6:58 pm ? (268°),11:52:21,?3:00,5:29 AM,8:35 PM,6:04 AM,8:01 PM,6:37 AM,7:27 PM,1:02 pm (43.8°),93.143
9/29/2023,7:07 am ? (93°),6:56 pm ? (267°),11:49:20,?3:00,5:31 AM,8:33 PM,6:05 AM,7:59 PM,6:38 AM,7:25 PM,1:02 pm (43.4°),93.116
9/30/2023,7:08 am ? (93°),6:55 pm ? (267°),11:46:20,?3:00,5:32 AM,8:31 PM,6:06 AM,7:57 PM,6:39 AM,7:23 PM,1:02 pm (43.0°),93.09
10/1/2023,7:09 am ? (94°),6:53 pm ? (266°),11:43:20,?3:00,5:33 AM,8:29 PM,6:07 AM,7:55 PM,6:41 AM,7:22 PM,1:01 pm (42.6°),93.063
10/2/2023,7:11 am ? (94°),6:51 pm ? (266°),11:40:20,?3:00,5:34 AM,8:27 PM,6:08 AM,7:53 PM,6:42 AM,7:20 PM,1:01 pm (42.3°),93.037
10/3/2023,7:12 am ? (95°),6:49 pm ? (265°),11:37:20,?2:59,5:36 AM,8:25 PM,6:10 AM,7:51 PM,6:43 AM,7:18 PM,1:01 pm (41.9°),93.011
10/4/2023,7:13 am ? (95°),6:47 pm ? (264°),11:34:20,?2:59,5:37 AM,8:23 PM,6:11 AM,7:50 PM,6:44 AM,7:16 PM,1:01 pm (41.5°),92.985
10/5/2023,7:14 am ? (96°),6:46 pm ? (264°),11:31:20,?2:59,5:38 AM,8:21 PM,6:12 AM,7:48 PM,6:45 AM,7:14 PM,1:00 pm (41.1°),92.958
10/6/2023,7:15 am ? (96°),6:44 pm ? (263°),11:28:21,?2:59,5:39 AM,8:20 PM,6:13 AM,7:46 PM,6:47 AM,7:13 PM,1:00 pm (40.7°),92.932
10/7/2023,7:17 am ? (97°),6:42 pm ? (263°),11:25:22,?2:59,5:41 AM,8:18 PM,6:14 AM,7:44 PM,6:48 AM,7:11 PM,1:00 pm (40.3°),92.906
10/8/2023,7:18 am ? (97°),6:40 pm ? (262°),11:22:23,?2:58,5:42 AM,8:16 PM,6:16 AM,7:42 PM,6:49 AM,7:09 PM,12:59 pm (40.0°),92.88
10/9/2023,7:19 am ? (98°),6:38 pm ? (262°),11:19:25,?2:58,5:43 AM,8:14 PM,6:17 AM,7:41 PM,6:50 AM,7:07 PM,12:59 pm (39.6°),92.854
10/10/2023,7:20 am ? (99°),6:37 pm ? (261°),11:16:26,?2:58,5:44 AM,8:12 PM,6:18 AM,7:39 PM,6:51 AM,7:06 PM,12:59 pm (39.2°),92.827
10/11/2023,7:21 am ? (99°),6:35 pm ? (261°),11:13:28,?2:57,5:46 AM,8:11 PM,6:19 AM,7:37 PM,6:53 AM,7:04 PM,12:59 pm (38.8°),92.801
10/12/2023,7:23 am ? (100°),6:33 pm ? (260°),11:10:31,?2:57,5:47 AM,8:09 PM,6:20 AM,7:36 PM,6:54 AM,7:02 PM,12:58 pm (38.4°),92.775
10/13/2023,7:24 am ? (100°),6:32 pm ? (260°),11:07:34,?2:57,5:48 AM,8:07 PM,6:21 AM,7:34 PM,6:55 AM,7:01 PM,12:58 pm (38.1°),92.748
10/14/2023,7:25 am ? (101°),6:30 pm ? (259°),11:04:37,?2:56,5:49 AM,8:06 PM,6:23 AM,7:32 PM,6:56 AM,6:59 PM,12:58 pm (37.7°),92.722
10/15/2023,7:26 am ? (101°),6:28 pm ? (259°),11:01:41,?2:56,5:50 AM,8:04 PM,6:24 AM,7:31 PM,6:57 AM,6:57 PM,12:58 pm (37.3°),92.695
10/16/2023,7:28 am ? (102°),6:26 pm ? (258°),10:58:45,?2:55,5:52 AM,8:02 PM,6:25 AM,7:29 PM,6:59 AM,6:56 PM,12:57 pm (37.0°),92.669
10/17/2023,7:29 am ? (102°),6:25 pm ? (258°),10:55:50,?2:55,5:53 AM,8:01 PM,6:26 AM,7:27 PM,7:00 AM,6:54 PM,12:57 pm (36.6°),92.642
10/18/2023,7:30 am ? (103°),6:23 pm ? (257°),10:52:55,?2:54,5:54 AM,7:59 PM,6:27 AM,7:26 PM,7:01 AM,6:52 PM,12:57 pm (36.2°),92.615
10/19/2023,7:31 am ? (103°),6:22 pm ? (257°),10:50:01,?2:53,5:55 AM,7:58 PM,6:29 AM,7:24 PM,7:02 AM,6:51 PM,12:57 pm (35.9°),92.589
10/20/2023,7:33 am ? (104°),6:20 pm ? (256°),10:47:08,?2:53,5:56 AM,7:56 PM,6:30 AM,7:23 PM,7:03 AM,6:49 PM,12:57 pm (35.5°),92.562
10/21/2023,7:34 am ? (104°),6:18 pm ? (256°),10:44:15,?2:52,5:58 AM,7:55 PM,6:31 AM,7:21 PM,7:05 AM,6:48 PM,12:56 pm (35.2°),92.536
10/22/2023,7:35 am ? (105°),6:17 pm ? (255°),10:41:24,?2:51,5:59 AM,7:53 PM,6:32 AM,7:20 PM,7:06 AM,6:46 PM,12:56 pm (34.8°),92.509
10/23/2023,7:37 am ? (105°),6:15 pm ? (255°),10:38:33,?2:51,6:00 AM,7:52 PM,6:33 AM,7:18 PM,7:07 AM,6:45 PM,12:56 pm (34.4°),92.483
10/24/2023,7:38 am ? (106°),6:14 pm ? (254°),10:35:42,?2:50,6:01 AM,7:50 PM,6:35 AM,7:17 PM,7:08 AM,6:43 PM,12:56 pm (34.1°),92.457
10/25/2023,7:39 am ? (106°),6:12 pm ? (254°),10:32:53,?2:49,6:02 AM,7:49 PM,6:36 AM,7:15 PM,7:10 AM,6:42 PM,12:56 pm (33.8°),92.431
10/26/2023,7:40 am ? (107°),6:11 pm ? (253°),10:30:05,?2:48,6:04 AM,7:47 PM,6:37 AM,7:14 PM,7:11 AM,6:40 PM,12:56 pm (33.4°),92.405
10/27/2023,7:42 am ? (107°),6:09 pm ? (253°),10:27:18,?2:47,6:05 AM,7:46 PM,6:38 AM,7:13 PM,7:12 AM,6:39 PM,12:56 pm (33.1°),92.38
10/28/2023,7:43 am ? (108°),6:08 pm ? (252°),10:24:31,?2:46,6:06 AM,7:45 PM,6:39 AM,7:11 PM,7:13 AM,6:37 PM,12:56 pm (32.7°),92.355
10/29/2023,7:44 am ? (108°),6:06 pm ? (252°),10:21:46,?2:45,6:07 AM,7:43 PM,6:41 AM,7:10 PM,7:15 AM,6:36 PM,12:56 pm (32.4°),92.33
10/30/2023,7:46 am ? (109°),6:05 pm ? (251°),10:19:02,?2:44,6:08 AM,7:42 PM,6:42 AM,7:09 PM,7:16 AM,6:35 PM,12:56 pm (32.1°),92.306
10/31/2023,7:47 am ? (109°),6:03 pm ? (251°),10:16:19,?2:42,6:09 AM,7:41 PM,6:43 AM,7:07 PM,7:17 AM,6:33 PM,12:55 pm (31.8°),92.282
11/1/2023,7:48 am ? (109°),6:02 pm ? (250°),10:13:37,?2:41,6:11 AM,7:40 PM,6:44 AM,7:06 PM,7:18 AM,6:32 PM,12:55 pm (31.4°),92.258
11/2/2023,7:50 am ? (110°),6:01 pm ? (250°),10:10:57,?2:40,6:12 AM,7:38 PM,6:45 AM,7:05 PM,7:20 AM,6:31 PM,12:55 pm (31.1°),92.235
11/3/2023,7:51 am ? (110°),5:59 pm ? (249°),10:08:18,?2:39,6:13 AM,7:37 PM,6:47 AM,7:04 PM,7:21 AM,6:30 PM,12:55 pm (30.8°),92.212
11/4/2023,7:52 am ? (111°),5:58 pm ? (249°),10:05:40,?2:37,6:14 AM,7:36 PM,6:48 AM,7:03 PM,7:22 AM,6:28 PM,12:55 pm (30.5°),92.189
Note: hours shift because clocks change backward 1 hour. (See the note below this table for details),,,,,,,,,,,,
11/5/2023,6:54 am ? (111°),4:57 pm ? (249°),10:03:04,?2:36,5:15 AM,6:35 PM,5:49 AM,6:01 PM,6:23 AM,5:27 PM,11:55 am (30.2°),92.166
11/6/2023,6:55 am ? (112°),4:55 pm ? (248°),10:00:29,?2:34,5:16 AM,6:34 PM,5:50 AM,6:00 PM,6:25 AM,5:26 PM,11:55 am (29.9°),92.143
11/7/2023,6:56 am ? (112°),4:54 pm ? (248°),9:57:56,?2:33,5:18 AM,6:33 PM,5:51 AM,5:59 PM,6:26 AM,5:25 PM,11:56 am (29.6°),92.121
11/8/2023,6:58 am ? (113°),4:53 pm ? (247°),9:55:25,?2:31,5:19 AM,6:32 PM,5:53 AM,5:58 PM,6:27 AM,5:24 PM,11:56 am (29.3°),92.099
11/9/2023,6:59 am ? (113°),4:52 pm ? (247°),9:52:55,?2:29,5:20 AM,6:31 PM,5:54 AM,5:57 PM,6:28 AM,5:23 PM,11:56 am (29.0°),92.077
11/10/2023,7:00 am ? (113°),4:51 pm ? (246°),9:50:27,?2:27,5:21 AM,6:30 PM,5:55 AM,5:56 PM,6:30 AM,5:22 PM,11:56 am (28.7°),92.055
11/11/2023,7:02 am ? (114°),4:50 pm ? (246°),9:48:02,?2:25,5:22 AM,6:29 PM,5:56 AM,5:55 PM,6:31 AM,5:21 PM,11:56 am (28.5°),92.034
11/12/2023,7:03 am ? (114°),4:49 pm ? (246°),9:45:38,?2:23,5:23 AM,6:28 PM,5:57 AM,5:54 PM,6:32 AM,5:20 PM,11:56 am (28.2°),92.012
11/13/2023,7:04 am ? (115°),4:48 pm ? (245°),9:43:16,?2:21,5:24 AM,6:27 PM,5:58 AM,5:53 PM,6:33 AM,5:19 PM,11:56 am (27.9°),91.991
11/14/2023,7:06 am ? (115°),4:47 pm ? (245°),9:40:57,?2:19,5:26 AM,6:27 PM,6:00 AM,5:53 PM,6:34 AM,5:18 PM,11:56 am (27.7°),91.97
11/15/2023,7:07 am ? (115°),4:46 pm ? (245°),9:38:39,?2:17,5:27 AM,6:26 PM,6:01 AM,5:52 PM,6:36 AM,5:17 PM,11:56 am (27.4°),91.949
11/16/2023,7:08 am ? (116°),4:45 pm ? (244°),9:36:24,?2:14,5:28 AM,6:25 PM,6:02 AM,5:51 PM,6:37 AM,5:16 PM,11:57 am (27.2°),91.928
11/17/2023,7:10 am ? (116°),4:44 pm ? (244°),9:34:12,?2:12,5:29 AM,6:24 PM,6:03 AM,5:50 PM,6:38 AM,5:15 PM,11:57 am (26.9°),91.908
11/18/2023,7:11 am ? (116°),4:43 pm ? (243°),9:32:02,?2:10,5:30 AM,6:24 PM,6:04 AM,5:49 PM,6:39 AM,5:14 PM,11:57 am (26.7°),91.887
11/19/2023,7:12 am ? (117°),4:42 pm ? (243°),9:29:54,?2:07,5:31 AM,6:23 PM,6:05 AM,5:49 PM,6:41 AM,5:14 PM,11:57 am (26.4°),91.867
11/20/2023,7:13 am ? (117°),4:41 pm ? (243°),9:27:50,?2:04,5:32 AM,6:22 PM,6:06 AM,5:48 PM,6:42 AM,5:13 PM,11:58 am (26.2°),91.848
11/21/2023,7:15 am ? (117°),4:40 pm ? (242°),9:25:48,?2:01,5:33 AM,6:22 PM,6:08 AM,5:47 PM,6:43 AM,5:12 PM,11:58 am (26.0°),91.828
11/22/2023,7:16 am ? (118°),4:40 pm ? (242°),9:23:48,?1:59,5:34 AM,6:21 PM,6:09 AM,5:47 PM,6:44 AM,5:11 PM,11:58 am (25.8°),91.809
11/23/2023,7:17 am ? (118°),4:39 pm ? (242°),9:21:52,?1:56,5:35 AM,6:21 PM,6:10 AM,5:46 PM,6:45 AM,5:11 PM,11:58 am (25.6°),91.791
11/24/2023,7:18 am ? (118°),4:38 pm ? (242°),9:19:59,?1:53,5:36 AM,6:20 PM,6:11 AM,5:46 PM,6:46 AM,5:10 PM,11:59 am (25.4°),91.773
11/25/2023,7:20 am ? (119°),4:38 pm ? (241°),9:18:09,?1:50,5:37 AM,6:20 PM,6:12 AM,5:45 PM,6:48 AM,5:10 PM,11:59 am (25.2°),91.755
11/26/2023,7:21 am ? (119°),4:37 pm ? (241°),9:16:22,?1:46,5:38 AM,6:20 PM,6:13 AM,5:45 PM,6:49 AM,5:09 PM,11:59 am (25.0°),91.738
11/27/2023,7:22 am ? (119°),4:37 pm ? (241°),9:14:39,?1:43,5:39 AM,6:19 PM,6:14 AM,5:45 PM,6:50 AM,5:09 PM,11:59 am (24.8°),91.721
11/28/2023,7:23 am ? (119°),4:36 pm ? (240°),9:12:59,?1:40,5:40 AM,6:19 PM,6:15 AM,5:44 PM,6:51 AM,5:08 PM,12:00 pm (24.6°),91.705
11/29/2023,7:24 am ? (120°),4:36 pm ? (240°),9:11:22,?1:36,5:41 AM,6:19 PM,6:16 AM,5:44 PM,6:52 AM,5:08 PM,12:00 pm (24.5°),91.689
11/30/2023,7:25 am ? (120°),4:35 pm ? (240°),9:09:49,?1:33,5:42 AM,6:18 PM,6:17 AM,5:44 PM,6:53 AM,5:08 PM,12:01 pm (24.3°),91.674
12/1/2023,7:27 am ? (120°),4:35 pm ? (240°),9:08:19,?1:29,5:43 AM,6:18 PM,6:18 AM,5:43 PM,6:54 AM,5:07 PM,12:01 pm (24.1°),91.659
12/2/2023,7:28 am ? (120°),4:35 pm ? (239°),9:06:53,?1:25,5:44 AM,6:18 PM,6:19 AM,5:43 PM,6:55 AM,5:07 PM,12:01 pm (24.0°),91.645
12/3/2023,7:29 am ? (121°),4:34 pm ? (239°),9:05:31,?1:22,5:45 AM,6:18 PM,6:20 AM,5:43 PM,6:56 AM,5:07 PM,12:02 pm (23.8°),91.631
12/4/2023,7:30 am ? (121°),4:34 pm ? (239°),9:04:13,?1:18,5:46 AM,6:18 PM,6:21 AM,5:43 PM,6:57 AM,5:07 PM,12:02 pm (23.7°),91.618
12/5/2023,7:31 am ? (121°),4:34 pm ? (239°),9:02:58,?1:14,5:47 AM,6:18 PM,6:22 AM,5:43 PM,6:58 AM,5:07 PM,12:02 pm (23.6°),91.605
12/6/2023,7:32 am ? (121°),4:34 pm ? (239°),9:01:48,?1:10,5:48 AM,6:18 PM,6:23 AM,5:43 PM,6:59 AM,5:06 PM,12:03 pm (23.5°),91.592
12/7/2023,7:33 am ? (121°),4:34 pm ? (239°),9:00:42,?1:06,5:49 AM,6:18 PM,6:24 AM,5:43 PM,7:00 AM,5:06 PM,12:03 pm (23.3°),91.58
12/8/2023,7:34 am ? (122°),4:34 pm ? (238°),8:59:40,?1:02,5:50 AM,6:18 PM,6:25 AM,5:43 PM,7:01 AM,5:06 PM,12:04 pm (23.2°),91.568
12/9/2023,7:35 am ? (122°),4:33 pm ? (238°),8:58:42,?0:57,5:51 AM,6:18 PM,6:26 AM,5:43 PM,7:02 AM,5:06 PM,12:04 pm (23.1°),91.557
12/10/2023,7:36 am ? (122°),4:34 pm ? (238°),8:57:48,?0:53,5:51 AM,6:18 PM,6:26 AM,5:43 PM,7:03 AM,5:06 PM,12:05 pm (23.0°),91.546
12/11/2023,7:37 am ? (122°),4:34 pm ? (238°),8:56:59,?0:49,5:52 AM,6:18 PM,6:27 AM,5:43 PM,7:04 AM,5:07 PM,12:05 pm (23.0°),91.535
12/12/2023,7:37 am ? (122°),4:34 pm ? (238°),8:56:14,?0:44,5:53 AM,6:18 PM,6:28 AM,5:43 PM,7:04 AM,5:07 PM,12:06 pm (22.9°),91.525
12/13/2023,7:38 am ? (122°),4:34 pm ? (238°),8:55:34,?0:40,5:54 AM,6:18 PM,6:29 AM,5:43 PM,7:05 AM,5:07 PM,12:06 pm (22.8°),91.514
12/14/2023,7:39 am ? (122°),4:34 pm ? (238°),8:54:58,?0:35,5:54 AM,6:19 PM,6:29 AM,5:44 PM,7:06 AM,5:07 PM,12:07 pm (22.8°),91.504
12/15/2023,7:40 am ? (122°),4:34 pm ? (238°),8:54:26,?0:31,5:55 AM,6:19 PM,6:30 AM,5:44 PM,7:07 AM,5:07 PM,12:07 pm (22.7°),91.495
12/16/2023,7:40 am ? (122°),4:34 pm ? (238°),8:53:59,?0:26,5:56 AM,6:19 PM,6:31 AM,5:44 PM,7:07 AM,5:08 PM,12:08 pm (22.7°),91.486
12/17/2023,7:41 am ? (123°),4:35 pm ? (237°),8:53:37,?0:22,5:56 AM,6:20 PM,6:31 AM,5:44 PM,7:08 AM,5:08 PM,12:08 pm (22.6°),91.477
12/18/2023,7:42 am ? (123°),4:35 pm ? (237°),8:53:19,?0:17,5:57 AM,6:20 PM,6:32 AM,5:45 PM,7:09 AM,5:08 PM,12:08 pm (22.6°),91.468
12/19/2023,7:42 am ? (123°),4:36 pm ? (237°),8:53:06,?0:13,5:57 AM,6:20 PM,6:33 AM,5:45 PM,7:09 AM,5:09 PM,12:09 pm (22.6°),91.46
12/20/2023,7:43 am ? (123°),4:36 pm ? (237°),8:52:58,?0:08,5:58 AM,6:21 PM,6:33 AM,5:46 PM,7:10 AM,5:09 PM,12:09 pm (22.6°),91.453
12/21/2023,7:44 am ? (123°),4:36 pm ? (237°),8:52:54,?0:03,5:59 AM,6:21 PM,6:34 AM,5:46 PM,7:10 AM,5:10 PM,12:10 pm (22.5°),91.445
12/22/2023,7:44 am ? (123°),4:37 pm ? (237°),8:52:55,< 1s,5:59 AM,6:22 PM,6:34 AM,5:47 PM,7:11 AM,5:10 PM,12:10 pm (22.5°),91.439
12/23/2023,7:44 am ? (123°),4:37 pm ? (237°),8:53:01,+0:05,6:00 AM,6:22 PM,6:35 AM,5:47 PM,7:11 AM,5:11 PM,12:11 pm (22.6°),91.433
12/24/2023,7:45 am ? (123°),4:38 pm ? (237°),8:53:11,+0:10,6:00 AM,6:23 PM,6:35 AM,5:48 PM,7:12 AM,5:11 PM,12:11 pm (22.6°),91.427
12/25/2023,7:45 am ? (123°),4:39 pm ? (237°),8:53:26,+0:14,6:00 AM,6:24 PM,6:36 AM,5:48 PM,7:12 AM,5:12 PM,12:12 pm (22.6°),91.422
12/26/2023,7:46 am ? (123°),4:39 pm ? (238°),8:53:46,+0:19,6:01 AM,6:24 PM,6:36 AM,5:49 PM,7:13 AM,5:12 PM,12:12 pm (22.6°),91.418
12/27/2023,7:46 am ? (122°),4:40 pm ? (238°),8:54:10,+0:24,6:01 AM,6:25 PM,6:36 AM,5:50 PM,7:13 AM,5:13 PM,12:13 pm (22.7°),91.414
12/28/2023,7:46 am ? (122°),4:41 pm ? (238°),8:54:39,+0:28,6:01 AM,6:26 PM,6:37 AM,5:50 PM,7:13 AM,5:14 PM,12:13 pm (22.7°),91.411
12/29/2023,7:46 am ? (122°),4:42 pm ? (238°),8:55:12,+0:33,6:02 AM,6:26 PM,6:37 AM,5:51 PM,7:13 AM,5:15 PM,12:14 pm (22.8°),91.409
12/30/2023,7:47 am ? (122°),4:42 pm ? (238°),8:55:50,+0:37,6:02 AM,6:27 PM,6:37 AM,5:52 PM,7:14 AM,5:15 PM,12:14 pm (22.8°),91.407
12/31/2023,7:47 am ? (122°),4:43 pm ? (238°),8:56:32,+0:42,6:02 AM,6:28 PM,6:37 AM,5:53 PM,7:14 AM,5:16 PM,12:15 pm (22.9°),91.405
